ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
312,20211231,20220112,20220107,27616,1,100,4,SO43707,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-12-31 00:00:00.000,2022-01-12 00:00:00.000,2022-01-07 00:00:00.000
330,20211231,20220112,20220107,20042,1,98,10,SO43708,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-12-31 00:00:00.000,2022-01-12 00:00:00.000,2022-01-07 00:00:00.000
313,20211231,20220112,20220107,16351,1,6,9,SO43709,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-12-31 00:00:00.000,2022-01-12 00:00:00.000,2022-01-07 00:00:00.000
314,20211231,20220112,20220107,16517,1,6,9,SO43710,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-12-31 00:00:00.000,2022-01-12 00:00:00.000,2022-01-07 00:00:00.000
314,20220101,20220113,20220108,27606,1,100,1,SO43711,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-01 00:00:00.000,2022-01-13 00:00:00.000,2022-01-08 00:00:00.000
311,20220101,20220113,20220108,13513,1,29,8,SO43712,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-01 00:00:00.000,2022-01-13 00:00:00.000,2022-01-08 00:00:00.000
310,20220102,20220114,20220109,27601,1,100,4,SO43713,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-02 00:00:00.000,2022-01-14 00:00:00.000,2022-01-09 00:00:00.000
311,20220102,20220114,20220109,13591,1,98,10,SO43714,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-02 00:00:00.000,2022-01-14 00:00:00.000,2022-01-09 00:00:00.000
314,20220102,20220114,20220109,16483,1,6,9,SO43715,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-02 00:00:00.000,2022-01-14 00:00:00.000,2022-01-09 00:00:00.000
311,20220102,20220114,20220109,16529,1,6,9,SO43716,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-02 00:00:00.000,2022-01-14 00:00:00.000,2022-01-09 00:00:00.000
336,20220102,20220114,20220109,25249,1,6,9,SO43717,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-01-02 00:00:00.000,2022-01-14 00:00:00.000,2022-01-09 00:00:00.000
311,20220103,20220115,20220110,27668,1,100,1,SO43718,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-03 00:00:00.000,2022-01-15 00:00:00.000,2022-01-10 00:00:00.000
312,20220103,20220115,20220110,27612,1,100,4,SO43719,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-03 00:00:00.000,2022-01-15 00:00:00.000,2022-01-10 00:00:00.000
311,20220103,20220115,20220110,13264,1,29,8,SO43720,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-03 00:00:00.000,2022-01-15 00:00:00.000,2022-01-10 00:00:00.000
310,20220103,20220115,20220110,13590,1,98,10,SO43721,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-03 00:00:00.000,2022-01-15 00:00:00.000,2022-01-10 00:00:00.000
312,20220104,20220116,20220111,13581,1,98,10,SO43722,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-04 00:00:00.000,2022-01-16 00:00:00.000,2022-01-11 00:00:00.000
332,20220104,20220116,20220111,14520,1,100,1,SO43723,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-01-04 00:00:00.000,2022-01-16 00:00:00.000,2022-01-11 00:00:00.000
311,20220104,20220116,20220111,16520,1,6,9,SO43724,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-04 00:00:00.000,2022-01-16 00:00:00.000,2022-01-11 00:00:00.000
311,20220105,20220117,20220112,13258,1,29,8,SO43725,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-05 00:00:00.000,2022-01-17 00:00:00.000,2022-01-12 00:00:00.000
332,20220105,20220117,20220112,14560,1,100,4,SO43726,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-01-05 00:00:00.000,2022-01-17 00:00:00.000,2022-01-12 00:00:00.000
311,20220105,20220117,20220112,16607,1,6,9,SO43727,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-05 00:00:00.000,2022-01-17 00:00:00.000,2022-01-12 00:00:00.000
313,20220106,20220118,20220113,27666,1,100,4,SO43728,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-06 00:00:00.000,2022-01-18 00:00:00.000,2022-01-13 00:00:00.000
346,20220106,20220118,20220113,11238,1,98,10,SO43729,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-06 00:00:00.000,2022-01-18 00:00:00.000,2022-01-13 00:00:00.000
346,20220106,20220118,20220113,25861,1,100,4,SO43730,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-06 00:00:00.000,2022-01-18 00:00:00.000,2022-01-13 00:00:00.000
314,20220106,20220118,20220113,16629,1,6,9,SO43731,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-06 00:00:00.000,2022-01-18 00:00:00.000,2022-01-13 00:00:00.000
350,20220106,20220118,20220113,11025,1,6,9,SO43732,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-01-06 00:00:00.000,2022-01-18 00:00:00.000,2022-01-13 00:00:00.000
312,20220106,20220118,20220113,27577,1,100,1,SO43733,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-06 00:00:00.000,2022-01-18 00:00:00.000,2022-01-13 00:00:00.000
312,20220107,20220119,20220114,27604,1,100,1,SO43734,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-07 00:00:00.000,2022-01-19 00:00:00.000,2022-01-14 00:00:00.000
310,20220107,20220119,20220114,16522,1,6,9,SO43735,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-07 00:00:00.000,2022-01-19 00:00:00.000,2022-01-14 00:00:00.000
346,20220107,20220119,20220114,11002,1,6,9,SO43736,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-07 00:00:00.000,2022-01-19 00:00:00.000,2022-01-14 00:00:00.000
311,20220108,20220120,20220115,13261,1,29,8,SO43737,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-08 00:00:00.000,2022-01-20 00:00:00.000,2022-01-15 00:00:00.000
312,20220108,20220120,20220115,11606,1,39,7,SO43738,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-08 00:00:00.000,2022-01-20 00:00:00.000,2022-01-15 00:00:00.000
310,20220108,20220120,20220115,13563,1,98,10,SO43739,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-08 00:00:00.000,2022-01-20 00:00:00.000,2022-01-15 00:00:00.000
312,20220108,20220120,20220115,16527,1,6,9,SO43740,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-08 00:00:00.000,2022-01-20 00:00:00.000,2022-01-15 00:00:00.000
310,20220109,20220121,20220116,27671,1,100,1,SO43741,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-09 00:00:00.000,2022-01-21 00:00:00.000,2022-01-16 00:00:00.000
314,20220109,20220121,20220116,13576,1,98,10,SO43742,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-09 00:00:00.000,2022-01-21 00:00:00.000,2022-01-16 00:00:00.000
347,20220109,20220121,20220116,11007,1,6,9,SO43743,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-09 00:00:00.000,2022-01-21 00:00:00.000,2022-01-16 00:00:00.000
313,20220109,20220121,20220116,16631,1,6,9,SO43744,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-09 00:00:00.000,2022-01-21 00:00:00.000,2022-01-16 00:00:00.000
311,20220110,20220122,20220117,16514,1,6,9,SO43745,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-10 00:00:00.000,2022-01-22 00:00:00.000,2022-01-17 00:00:00.000
312,20220110,20220122,20220117,16616,1,6,9,SO43746,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-10 00:00:00.000,2022-01-22 00:00:00.000,2022-01-17 00:00:00.000
314,20220111,20220123,20220118,27623,1,100,4,SO43747,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-11 00:00:00.000,2022-01-23 00:00:00.000,2022-01-18 00:00:00.000
313,20220111,20220123,20220118,27625,1,100,1,SO43748,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-11 00:00:00.000,2022-01-23 00:00:00.000,2022-01-18 00:00:00.000
314,20220111,20220123,20220118,27636,1,100,1,SO43749,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-11 00:00:00.000,2022-01-23 00:00:00.000,2022-01-18 00:00:00.000
311,20220111,20220123,20220118,11591,1,39,7,SO43750,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-11 00:00:00.000,2022-01-23 00:00:00.000,2022-01-18 00:00:00.000
313,20220111,20220123,20220118,11592,1,39,7,SO43751,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-11 00:00:00.000,2022-01-23 00:00:00.000,2022-01-18 00:00:00.000
311,20220111,20220123,20220118,13265,1,29,8,SO43752,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-11 00:00:00.000,2022-01-23 00:00:00.000,2022-01-18 00:00:00.000
310,20220111,20220123,20220118,16482,1,6,9,SO43753,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-11 00:00:00.000,2022-01-23 00:00:00.000,2022-01-18 00:00:00.000
312,20220112,20220124,20220119,27617,1,100,1,SO43754,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-12 00:00:00.000,2022-01-24 00:00:00.000,2022-01-19 00:00:00.000
311,20220112,20220124,20220119,27670,1,100,4,SO43755,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-12 00:00:00.000,2022-01-24 00:00:00.000,2022-01-19 00:00:00.000
332,20220112,20220124,20220119,19941,1,98,10,SO43756,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-01-12 00:00:00.000,2022-01-24 00:00:00.000,2022-01-19 00:00:00.000
350,20220112,20220124,20220119,11017,1,6,9,SO43757,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-01-12 00:00:00.000,2022-01-24 00:00:00.000,2022-01-19 00:00:00.000
310,20220113,20220125,20220120,27646,1,100,4,SO43758,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-13 00:00:00.000,2022-01-25 00:00:00.000,2022-01-20 00:00:00.000
310,20220113,20220125,20220120,13257,1,29,8,SO43759,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-13 00:00:00.000,2022-01-25 00:00:00.000,2022-01-20 00:00:00.000
314,20220113,20220125,20220120,16352,1,6,9,SO43760,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-13 00:00:00.000,2022-01-25 00:00:00.000,2022-01-20 00:00:00.000
310,20220113,20220125,20220120,16493,1,6,9,SO43761,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-13 00:00:00.000,2022-01-25 00:00:00.000,2022-01-20 00:00:00.000
314,20220114,20220126,20220121,27578,1,100,4,SO43762,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-14 00:00:00.000,2022-01-26 00:00:00.000,2022-01-21 00:00:00.000
313,20220114,20220126,20220121,16525,1,6,9,SO43763,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-14 00:00:00.000,2022-01-26 00:00:00.000,2022-01-21 00:00:00.000
310,20220114,20220126,20220121,16612,1,6,9,SO43764,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-14 00:00:00.000,2022-01-26 00:00:00.000,2022-01-21 00:00:00.000
346,20220114,20220126,20220121,11010,1,6,9,SO43765,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-14 00:00:00.000,2022-01-26 00:00:00.000,2022-01-21 00:00:00.000
313,20220115,20220127,20220122,16518,1,6,9,SO43766,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-15 00:00:00.000,2022-01-27 00:00:00.000,2022-01-22 00:00:00.000
350,20220115,20220127,20220122,11001,1,6,9,SO43767,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-01-15 00:00:00.000,2022-01-27 00:00:00.000,2022-01-22 00:00:00.000
312,20220116,20220128,20220123,27649,1,100,1,SO43768,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
312,20220116,20220128,20220123,21659,1,19,6,SO43769,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
312,20220116,20220128,20220123,27614,1,100,1,SO43770,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
330,20220116,20220128,20220123,14559,1,100,4,SO43771,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
312,20220116,20220128,20220123,16524,1,6,9,SO43772,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
314,20220116,20220128,20220123,16526,1,6,9,SO43773,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
313,20220116,20220128,20220123,16348,1,6,9,SO43774,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
347,20220116,20220128,20220123,11027,1,6,9,SO43775,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-16 00:00:00.000,2022-01-28 00:00:00.000,2022-01-23 00:00:00.000
314,20220117,20220129,20220124,13260,1,29,8,SO43776,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-17 00:00:00.000,2022-01-29 00:00:00.000,2022-01-24 00:00:00.000
311,20220117,20220129,20220124,16515,1,6,9,SO43777,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-17 00:00:00.000,2022-01-29 00:00:00.000,2022-01-24 00:00:00.000
345,20220117,20220129,20220124,11018,1,6,9,SO43778,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-17 00:00:00.000,2022-01-29 00:00:00.000,2022-01-24 00:00:00.000
326,20220117,20220129,20220124,25252,1,6,9,SO43779,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-01-17 00:00:00.000,2022-01-29 00:00:00.000,2022-01-24 00:00:00.000
311,20220118,20220130,20220125,11599,1,39,7,SO43780,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-18 00:00:00.000,2022-01-30 00:00:00.000,2022-01-25 00:00:00.000
312,20220118,20220130,20220125,16495,1,6,9,SO43781,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-18 00:00:00.000,2022-01-30 00:00:00.000,2022-01-25 00:00:00.000
312,20220118,20220130,20220125,16516,1,6,9,SO43782,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-18 00:00:00.000,2022-01-30 00:00:00.000,2022-01-25 00:00:00.000
312,20220118,20220130,20220125,16620,1,6,9,SO43783,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-18 00:00:00.000,2022-01-30 00:00:00.000,2022-01-25 00:00:00.000
310,20220119,20220131,20220126,27667,1,100,4,SO43784,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
311,20220119,20220131,20220126,11601,1,39,7,SO43785,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
311,20220119,20220131,20220126,11607,1,39,7,SO43786,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
344,20220119,20220131,20220126,29385,1,29,8,SO43787,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
351,20220119,20220131,20220126,11239,1,98,10,SO43788,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
351,20220119,20220131,20220126,25865,1,100,1,SO43789,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
344,20220119,20220131,20220126,25857,1,100,1,SO43790,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
314,20220119,20220131,20220126,16484,1,6,9,SO43791,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
312,20220119,20220131,20220126,16623,1,6,9,SO43792,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
344,20220119,20220131,20220126,11000,1,6,9,SO43793,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
347,20220119,20220131,20220126,11029,1,6,9,SO43794,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-01-19 00:00:00.000,2022-01-31 00:00:00.000,2022-01-26 00:00:00.000
312,20220120,20220201,20220127,27615,1,100,4,SO43795,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-20 00:00:00.000,2022-02-01 00:00:00.000,2022-01-27 00:00:00.000
342,20220120,20220201,20220127,17956,1,39,7,SO43796,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-01-20 00:00:00.000,2022-02-01 00:00:00.000,2022-01-27 00:00:00.000
312,20220120,20220201,20220127,16345,1,6,9,SO43797,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-20 00:00:00.000,2022-02-01 00:00:00.000,2022-01-27 00:00:00.000
310,20220120,20220201,20220127,16521,1,6,9,SO43798,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-20 00:00:00.000,2022-02-01 00:00:00.000,2022-01-27 00:00:00.000
312,20220120,20220201,20220127,16636,1,6,9,SO43799,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-20 00:00:00.000,2022-02-01 00:00:00.000,2022-01-27 00:00:00.000
311,20220121,20220202,20220128,21710,1,19,6,SO43800,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-21 00:00:00.000,2022-02-02 00:00:00.000,2022-01-28 00:00:00.000
311,20220121,20220202,20220128,13583,1,98,10,SO43801,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-21 00:00:00.000,2022-02-02 00:00:00.000,2022-01-28 00:00:00.000
312,20220121,20220202,20220128,11593,1,39,7,SO43802,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-01-21 00:00:00.000,2022-02-02 00:00:00.000,2022-01-28 00:00:00.000
